Booking: Account,Booking Event: Name,Event Date,Start Time 12 Hour,End Time 12 Hour,Event Classification,Blended Food Revenue,Blended Beverage Revenue,Blended Revenue Total,Function Room,Function Room Setup,Expected,Guaranteed,Set,Booking: Catering Manager
MLR 2021 Wedding Room Block,Ceremony & Dinner at Magnolia Bells,2/27/2021,4:00 PM,11:00 PM,Ceremony,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,Transportation ON FLOW - I Do Transportation. x2 16pax Vans,2/27/2021,3:00 PM,11:30 PM,Departure,0,0,0,TBA,Existing,,,,
MLR 2021 Wedding Room Block,Wedding Reception - Arrowhead Hill,3/6/2021,5:00 PM,11:00 PM,Reception - Cocktail,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,"Wedding Ceremony - St. Mary's Church, Plantersville, TX",3/6/2021,2:30 PM,3:30 PM,Ceremony,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,Rehearsal Dinner - Amore Restaurant,3/12/2021,7:00 PM,9:00 PM,Dinner Wedding,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,Rehearsal - Olde Dobbin Station,3/12/2021,5:30 PM,6:30 PM,Rehearsal,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,Ceremony & Reception - Olde Dobbin Station,3/13/2021,5:00 PM,10:00 PM,Ceremony,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,"Departing Transpo - I Do Transportation, 2 16pax Vans on FLOW",3/5/2021,4:15 PM,11:30 PM,Departure,0,0,0,TBA,Existing,,,,
MLR 2021 Wedding Room Block,Wedding & Reception - Iron Manor,3/5/2021,5:00 PM,11:00 PM,Ceremony,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,Off Site Rehearsal Dinner,3/16/2021,4:00 PM,7:00 PM,Rehearsal,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,Wedding at The Carriage House,3/17/2021,3:30 PM,9:45 PM,Ceremony,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,Wedding/Ceremony at Meekermark,3/17/2021,5:00 PM,10:00 PM,Ceremony,0,0,0,TBA,,,,,
MLR 2021 Wedding Room Block,"Departing Transpo - I Do Transporation, (x4) 16pax Van on Flow",2/26/2021,4:00 PM,11:30 PM,Departure,0,0,0,TBA,Existing,,,,
Morgan Group,Lunch Plan,5/18/2022,12:00 PM,1:00 PM,Lunch Plan,1260,0,1575,TBA,Existing,80,80,,Kenna Feuge
Morgan Group,Free Time,5/18/2022,3:30 PM,6:00 PM,Unassigned,0,0,0,TBA,,77,,,Kenna Feuge
MLR Wedding Room Blocks 2021,Ceremony - Jennings Trace,3/6/2021,4:30 PM,11:00 PM,Ceremony,0,0,0,TBA,,,,,Caitlin Bracewell
"Incentive Solutions, Inc.",Storage (Back-up),3/7/2022,7:00 AM,11:59 PM,Storage,0,0,0,TBA,Empty,,,,Kenna Feuge
MLR Wedding Room Blocks 2021,Offsite Rehearsal Dinner,2/11/2021,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,,,,
MLR Wedding Room Blocks 2021,55 Pax Bus - Sam's Limo,2/12/2021,3:30 PM,3:45 PM,Departure,0,0,0,TBA,Existing,,,,
MLR Wedding Room Blocks 2021,55 Pax Bus - Sam's Limo,2/12/2021,11:45 PM,11:59 PM,Arrivals,0,0,0,TBA,Existing,,,,
MLR 2021 Wedding Room Block,Dinner On Own,11/18/2021,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,30,,,Kenna Feuge
MLR 2021 Wedding Room Block,Dinner On Own,11/20/2021,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,30,,,Kenna Feuge
Siemens Corporation,Del Lago 1 Lunch Plan,6/22/2022,12:00 PM,1:00 PM,Lunch Plan,984,0,1230,TBA,Existing,45,41,,Theresa Mentzer
Forest River Marine,Recreation/Free Time,8/15/2022,2:00 PM,6:00 PM,Recreation,0,0,0,TBA,,180,,,Kenna Feuge
Forest River Marine,Recreation/Free Time,8/16/2022,2:00 PM,6:00 PM,Recreation,0,0,0,TBA,,180,,,Kenna Feuge
"NGI, Inc.",New Event,4/7/2022,,,,0,0,0,TBA,,,,,Theresa Mentzer
"Parker Drilling Management Services, Ltd.",Breakout,6/16/2022,9:00 AM,5:00 PM,Breakout,0,0,0,TBA,Existing,20,,,Jennifer Perkins
The Home Depot,Spa/Boating ON OWN,10/5/2022,8:00 AM,5:00 PM,Team Building,0,0,0,TBA,,22,20,,Peggy Bennett
CITGO Petroleum Corporation,Free Time,9/15/2021,1:00 PM,5:00 PM,Recreation,0,0,0,TBA,,,,,Kenna Feuge
CITGO Petroleum Corporation,General Session Plan,9/15/2021,8:00 AM,5:00 PM,General Session Plan,0,0,1881.25,TBA,,35,35,,Kenna Feuge
Midwest Dental Supplies & Equipment,"Spa, Team Building, Pools, Boats, Etc",10/7/2021,1:00 PM,5:00 PM,Recreation,0,0,0,TBA,,20,,,Kenna Feuge
Houston Methodist Hospital,Free Time,10/21/2021,3:00 PM,5:00 PM,Unassigned,0,0,0,TBA,Existing,92,,,Kenna Feuge
Morgan Group,Dinner On Own,5/6/2024,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,20,,,Kenna Feuge
Morgan Group,Free Time,5/8/2024,4:00 PM,6:30 PM,Team Building,0,0,0,TBA,,110,,,Kenna Feuge
ALHI,Hotel Site Tour,5/8/2023,3:50 PM,5:00 PM,Setup,0,0,0,TBA,,95,,,Theresa Mentzer
Abundance Amplifier LLC,Sales See Kenna if u needed this space,4/18/2023,5:00 PM,11:59 PM,Holding Room,0,0,0,TBA,,,,,Kenna Feuge
Christian Brothers Automotive Corporation,Welcome - Parking C,2/27/2023,2:00 PM,6:00 PM,Registration,120,168,360,TBA,Existing,2,,,Kenna Feuge
Morgan Group,Dinner On Own,5/8/2023,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,20,,,Kenna Feuge
Morgan Group,Free Time,5/10/2023,4:00 PM,6:30 PM,Team Building,0,0,0,TBA,,100,,,Kenna Feuge
American Needlepoint Guild Lonestar Chapter,Meals for Revenue,3/5/2021,,,Breakfast - Restaurant,0,0,0,TBA,,40,43,,Kenna Feuge
American Needlepoint Guild Lonestar Chapter,Meal for Revenue,3/5/2021,,,Lunch - Restaurant,0,0,0,TBA,,40,43,,Kenna Feuge
American Needlepoint Guild Lonestar Chapter,Meals for Revenue,3/6/2021,,,Breakfast - Restaurant,0,0,0,TBA,,40,,,Kenna Feuge
American Needlepoint Guild Lonestar Chapter,Meal for Revenue,3/6/2021,,,Lunch - Restaurant,0,0,0,TBA,,40,,,Kenna Feuge
American Needlepoint Guild Lonestar Chapter,Meals for Revenue,3/7/2021,,,Breakfast - Restaurant,0,0,0,TBA,,40,,,Kenna Feuge
Texas Burglar and Fire Alarm Association,Break,10/28/2021,8:30 AM,6:00 PM,Break,0,0,0,TBA,,120,120,,Kenna Feuge
Be The Ultimate Assistant,Property Tour,9/22/2021,5:30 PM,6:30 PM,Holding Room,0,0,0,TBA,,20,16,,Kenna Feuge
Young Presidents' Organization,Movie Backup,6/5/2021,9:00 PM,11:00 PM,Backup,0,0,0,TBA,,20,,,Kenna Feuge
Young Presidents' Organization,Departure,6/6/2021,11:00 AM,12:00 PM,Departure,0,0,0,TBA,Existing,44,,,Kenna Feuge
Margaritaville Holiday Events,Christmas Tree Storage,1/10/2021,12:00 AM,11:45 PM,Storage,0,0,0,TBA,Empty,,,,Desiree Tapping
Margaritaville Holiday Events,Christmas Tree Storage,1/11/2021,12:00 AM,11:45 PM,Storage,0,0,0,TBA,Empty,,,,Desiree Tapping
MLR In House 2021,F&B Manager's Meeting,5/6/2021,1:30 PM,3:30 PM,Meeting,0,0,0,TBA,U-Shape,,,,
MLR In House 2021,Sales Update Meeting,8/5/2021,4:00 PM,5:00 PM,Break,0,0,0,TBA,Existing,,,,
MLR In House 2021,Margaritaville Lake Conroe Content Photoshoot,8/16/2021,6:00 AM,12:00 AM,Photos,0,0,0,TBA,,,,,
MLR In House 2021,Weekly Outlet Marketing Meeting,9/16/2021,12:00 PM,1:00 PM,Meeting,0,0,0,TBA,Existing,8,,,
MLR In House 2021,Weekly Outlet Marketing Meeting,9/22/2021,12:00 PM,1:00 PM,Meeting,0,0,0,TBA,Existing,8,,,
MLR In House 2021,Weekly Kick-Off Meeting,9/27/2021,8:30 AM,9:00 AM,Meeting,0,0,0,TBA,Existing,,,,
MLR In House 2021,Weekly Outlet Marketing Meeting,9/29/2021,12:00 PM,1:00 PM,Meeting,0,0,0,TBA,Existing,8,,,
MLR In House 2021,Weekly Outlet Marketing Meeting,10/6/2021,12:00 PM,1:00 PM,Meeting,0,0,0,TBA,Existing,8,,,
MLR In House 2021,World Series Watch Party,10/29/2021,7:00 PM,11:00 PM,Unassigned,0,0,0,TBA,Existing,,,,
MLR Wedding Room Blocks 2021,Wedding/Reception,2/20/2021,6:00 PM,11:00 PM,Off-Site Catering,0,0,0,TBA,,,,,
MLR In House 2021,Out of Order,1/6/2021,7:00 AM,11:59 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In House 2021,Out of Order,6/1/2021,7:00 AM,10:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In House 2021,Out of Order,6/19/2021,7:00 AM,11:45 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In House 2021,Out of Order,1/6/2021,7:00 AM,11:45 PM,Out Of Order,0,0,0,TBA,,,,,
Oilman Texas Triathlon,MLR F&B Concessions,11/7/2021,11:00 AM,3:30 PM,Unassigned,0,0,0,TBA,,500,,,Kenna Feuge
Oilman Texas Triathlon,Teardown,11/7/2021,4:00 PM,8:00 PM,Teardown,0,0,0,TBA,,,,,Kenna Feuge
Gateways Luxury Pesach,CC Buyout,3/25/2021,8:00 AM,11:59 PM,Unassigned,0,0,9000,TBA,,450,,,Kenna Feuge
Gateways Luxury Pesach,CC Buyout,3/26/2021,12:00 AM,11:59 PM,Unassigned,0,0,9000,TBA,,900,,,Kenna Feuge
Gateways Luxury Pesach,CC Buyout,3/27/2021,12:00 AM,11:59 PM,Unassigned,0,0,9000,TBA,,900,,,Kenna Feuge
Gateways Luxury Pesach,CC Buyout,4/2/2021,12:00 AM,11:59 PM,Unassigned,0,0,9000,TBA,,900,,,Kenna Feuge
MLR Suzanne Generic 2021,Site Tour,4/10/2021,10:00 AM,11:00 AM,Not a Meal,0,0,0,TBA,,10,,,
Nova 401(k) Associates Inc.,Lunch Plan,2/26/2021,11:00 AM,2:00 PM,Not a Meal,0,0,0,TBA,Existing,,,,Kenna Feuge
MLR In House 2021,Property Tour,10/20/2021,1:00 PM,3:00 PM,Unassigned,0,0,0,TBA,,20,,,Michelle Cao
MLR In House 2021,Break Plan AM,10/20/2021,7:45 AM,12:00 PM,Break Plan AM,0,0,0,TBA,Existing,,,,Michelle Cao
MLR In House 2021,Merry & Bright Quarterly Employee Rally,12/8/2021,8:00 AM,1:00 PM,Setup,0,0,0,TBA,Rounds of 10,10,10,10,
Texas Propane Gas Association,Break,4/13/2022,9:00 AM,12:00 PM,Break,0,0,0,TBA,Existing,35,35,,Peggy Bennett
Texas Propane Gas Association,Office,4/13/2022,7:00 AM,2:00 PM,Office,0,0,0,TBA,Existing,4,,,Peggy Bennett
NEA Group,Backup,11/11/2021,5:00 PM,8:00 PM,Backup,0,0,0,TBA,,,,,Kenna Feuge
Oilman Texas Triathlon,MLR F&B Concessions,11/6/2022,11:00 AM,3:30 PM,Unassigned,1578.66,0,1973.33,TBA,,500,,,Kenna Feuge
Oilman Texas Triathlon,Teardown,11/6/2022,4:00 PM,8:00 PM,Teardown,0,0,0,TBA,,,,,Kenna Feuge
MLR In House 2022,Out of Order,6/23/2022,12:15 AM,11:45 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In House 2022,March Team Member Rally,3/24/2022,2:00 PM,4:00 PM,General Session,0,0,0,TBA,Rounds of 10,100,100,100,
MLR In House 2022,Associate Appreciation - KONA ICE,5/19/2022,2:30 PM,3:30 PM,Break,0,0,0,TBA,Flow,,,,
MLR In House 2022,Train the Trainer October 2022,10/17/2022,11:30 AM,3:30 PM,General Session,0,0,0,TBA,Rounds of 6,30,30,,
MLR In House 2022,Train the Trainer October 2022,10/18/2022,11:30 AM,3:30 PM,General Session,0,0,0,TBA,Rounds of 6,30,,,
MLR In-House 2022,Out of Order,1/24/2022,7:00 AM,11:59 PM,Out Of Order,0,0,0,TBA,,,,,
MLR Social Events 2022-2023,Property Tour,2/23/2022,5:00 PM,6:00 PM,Unassigned,60,0,75,TBA,Existing,10,,,Kenna Feuge
Germania Insurance,Lunch Plan,9/28/2022,12:00 PM,1:00 PM,Lunch Plan,1890,0,2362.5,TBA,Existing,120,120,,Kenna Feuge
Frontier Title Texas,Team Building: LSS,8/20/2022,11:00 AM,12:00 PM,Team Building,0,0,525,TBA,,11,,,Kenna Feuge
Allied Orion Group,Lost Shaker Scavenger Hunt,8/25/2022,10:00 AM,11:00 AM,Team Building,0,0,700,TBA,,18,18,,Peggy Bennett
Cobb Fendley,New Event,9/20/2022,,,,0,0,0,TBA,,,,,Theresa Mentzer
Sanderson Farms Incorporated,Team Building (On Own),4/12/2022,1:00 PM,5:00 PM,Team Building,0,0,0,TBA,Existing,,,,Kenna Feuge
Sanderson Farms Incorporated,Team Building (On Own),4/13/2022,9:00 AM,5:00 PM,Team Building,0,0,0,TBA,Existing,,,,Kenna Feuge
Sanderson Farms Incorporated,Team Building (On Own),5/17/2022,2:00 PM,5:00 PM,Team Building,0,0,0,TBA,Existing,,,,Kenna Feuge
Sanderson Farms Incorporated,Team Building (On Own),5/18/2022,9:00 AM,4:00 PM,Team Building,0,0,0,TBA,Existing,,,,Kenna Feuge
BP America Inc.,Golf,8/6/2022,9:00 AM,1:00 PM,Golf,0,0,770,TBA,Existing,16,12,,Peggy Bennett
MLR In-House 2022,Property Tour,4/23/2022,10:00 AM,12:00 PM,Unassigned,0,0,0,TBA,,12,,,
Rudder Cup,9 Holes,9/26/2022,2:20 PM,6:00 PM,Golf,0,0,0,TBA,Existing,24,24,,Jennifer Perkins
Rudder Cup,18 Holes,9/26/2022,9:00 AM,2:20 PM,Golf,0,0,0,TBA,Existing,24,24,,Jennifer Perkins
Sam Houston State University College of Osteopathic Medicine,Lost Shaker of Salt Scavenger Hunt Round 1,6/10/2022,1:15 PM,2:15 PM,Team Building,0,0,1000,TBA,Flow,30,,,Desiree Tapping
Sam Houston State University College of Osteopathic Medicine,Lost Shaker of Salt Scavenger Hunt Round 2,6/10/2022,3:00 PM,4:00 PM,Team Building,0,0,750,TBA,Flow,30,,,Desiree Tapping
Champion Technology,Breakfast On Own,8/14/2022,7:00 AM,10:00 AM,Breakfast On Own,0,0,0,TBA,Existing,60,60,,Jennifer Perkins
MLR In-House 2022,Out of Order,6/4/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/9/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/17/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/19/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/21/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/22/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/23/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/24/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/25/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/26/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,6/27/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,7/8/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,7/9/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,7/10/2022,7:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Out of Order,7/21/2022,11:00 AM,11:00 PM,Out Of Order,0,0,0,TBA,,,,,
MLR In-House 2022,Lunch Plan - All Pkg Groups,10/14/2022,11:00 AM,1:30 PM,Lunch Plan,0,0,0,TBA,Existing,,,,
Sanderson Farms Incorporated,Team Building (On Own),10/5/2022,2:00 PM,5:00 PM,Team Building,0,0,0,TBA,Existing,,,,Kenna Feuge
MLR Wedding Room Block and Ancillary Events 2023,Rehearsal Dinner,11/17/2023,6:00 PM,9:00 PM,Dinner Buffet,3700,800,4500,TBA,Rounds of 10,,,80,Caitlin Bracewell
Diane?s 80th Birthday Celebration,New Event,9/14/2022,,,,0,0,0,TBA,,,,,Kenna Feuge
MLR In House 2022,Property Tour,6/15/2022,11:00 AM,1:30 PM,Unassigned,0,0,0,TBA,Existing,4,,,
Verna & Marrs McLean Dept. of Biochemistry & Molecular Biology; Baylor College of Medicine,Free Time,10/6/2022,4:00 PM,5:30 PM,Unassigned,0,0,0,TBA,,125,,,Kenna Feuge
"Melissa Ricker, LLC",Reception - Cocktail,10/13/2021,5:15 PM,6:15 PM,Reception - Cocktail,0,0,0,TBA,Existing,30,,,Kenna Feuge
"Cheniere Energy, Inc",The Lost Shaker of Salt Scavenger Hunt,6/11/2021,1:15 PM,2:15 PM,Team Building,0,0,0,TBA,Flow,9,9,9,
MLR 2021 Wedding Room Block,Dinner On Own,10/2/2021,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,6,6,,Blair Scott
MLR 2021 Wedding Room Block,Dinner On Own,10/3/2021,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,6,6,,Blair Scott
MLR 2021 Wedding Room Block,Lunch On Own,10/3/2021,11:00 AM,2:00 PM,Lunch On Own,0,0,0,TBA,Existing,6,6,,Blair Scott
MLR 2021 Wedding Room Block,Breakfast On Own,10/3/2021,7:00 AM,10:00 AM,Breakfast On Own,0,0,0,TBA,Existing,6,6,,Blair Scott
MLR 2021 Wedding Room Block,Breakfast On Own,10/4/2021,7:00 AM,10:00 AM,Breakfast On Own,0,0,0,TBA,Existing,6,,,Blair Scott
Montgomery County Sheriff Citizen Academy Alumni Association,Free Time,6/15/2022,2:45 PM,5:30 PM,Unassigned,0,0,0,TBA,,350,,,Kenna Feuge
MLR 2021 Wedding Room Block,Dinner On Own,10/9/2021,6:00 PM,9:00 PM,Dinner On Own,0,0,0,TBA,Existing,,,,Blair Scott
MLR 2021 Wedding Room Block,Lunch On Own,10/10/2021,11:00 AM,2:00 PM,Lunch On Own,0,0,0,TBA,Existing,5,5,,Blair Scott
MLR 2021 Wedding Room Block,Breakfast On Own,10/10/2021,7:00 AM,10:00 AM,Breakfast On Own,0,0,0,TBA,Existing,5,5,,Blair Scott
MLR In House 2021,Holding Room,7/31/2021,7:00 AM,11:00 PM,Holding Room,0,0,0,TBA,,,,,
MLR In House 2021,Holding Room,8/6/2021,7:00 AM,11:00 PM,Holding Room,0,0,0,TBA,,,,,
MLR In House 2021,Holding Room,8/7/2021,7:00 AM,11:00 PM,Holding Room,0,0,0,TBA,,,,,
MLR In House 2021,Holding Room,8/14/2021,7:00 AM,11:00 PM,Holding Room,0,0,0,TBA,,,,,
MLR In House 2021,Holding Room,8/21/2021,7:00 AM,11:00 PM,Holding Room,0,0,0,TBA,,,,,
MLR In House 2021,Holding Room,8/24/2021,7:00 AM,11:00 PM,Holding Room,0,0,0,TBA,,,,,
MLR In House 2021,Holding Room,8/28/2021,7:00 AM,11:00 PM,Holding Room,0,0,0,TBA,,,,,
"Lightering, LLC",Team Building: LSS,10/2/2021,10:30 AM,11:30 AM,Team Building,0,0,477.4,TBA,,10,9,,Kenna Feuge
MLR In House 2021,8 National Concession 2022,2/26/2022,10:30 AM,1:30 PM,Lunch Box Plan,0,0,0,TBA,Existing,,,,
MLR In House 2021,8 National Concession 2022,2/27/2022,10:30 AM,1:30 PM,Lunch Box Plan,0,0,0,TBA,Existing,,,,
MLR In House 2021,Havana Nights Rum & Cigar Event,3/12/2022,5:00 PM,7:00 PM,Reception - Cocktail,0,0,0,TBA,Existing,,,,
Compass Group,Event 2,9/19/2023,7:00 AM,8:00 AM,Breakfast Plated,0,0,0,TBA,Flow,,,,
Compass Group,Event 6,9/19/2023,12:00 PM,1:00 PM,Lunch Plated,0,0,0,TBA,Flow,,,,
J Beard Real Estate,Team Building,9/30/2023,4:00 PM,6:00 PM,Team Building,0,0,0,TBA,,40,,,
MLR In House 2023,Hot Dog Day,3/30/2023,11:00 AM,7:00 PM,Lunch Buffet,0,0,0,TBA,Existing,,,,
Region 6 Education Service Center,Registration,6/3/2024,9:00 AM,12:00 PM,Registration,0,0,0,TBA,Existing,10,,,
Region 6 Education Service Center,Lunch Buffet (Tickets),6/4/2024,11:00 AM,2:00 PM,Lunch Buffet,8000,0,8000,TBA,Existing,372,,,
MLR Wedding Room Block and Ancillary Events 2022,Rehearsal,10/13/2022,4:00 PM,5:00 PM,Rehearsal,0,0,0,TBA,Empty,,,,
K12 TX,Office,6/22/2023,7:00 AM,11:59 PM,Storage,0,0,0,TBA,Empty,,,,
MLR Wedding Room Block and Ancillary Events 2023,Welcome Reception,4/28/2023,6:00 PM,9:00 PM,Reception - Full,2000,1000,3000,TBA,Cocktail,,,50,Caitlin Bracewell
Swagelok,Lost Shaker Salt Scav Hunt,11/2/2022,2:00 PM,3:00 PM,Team Building,0,0,1312.5,TBA,Existing,0,0,,Peggy Bennett
"HAL, Inc.",Meeting,11/17/2022,2:00 PM,6:00 PM,Meeting,0,0,500,TBA,Existing,4,4,,Alexandra Trego
Oilman Texas Triathlon,MLR F&B Concessions,11/5/2023,11:00 AM,3:30 PM,Unassigned,0,0,0,TBA,,500,,,Kenna Feuge
Oilman Texas Triathlon,Teardown,11/5/2023,4:00 PM,8:00 PM,Teardown,0,0,0,TBA,,,,,Kenna Feuge
MLR Wedding Room Block and Ancillary Events 2023,Rehearsal Dinner,10/5/2023,6:00 PM,9:00 PM,Dinner Buffet,2000,1000,3000,TBA,Rounds of 10,,,50,Caitlin Bracewell
Yokohama Tire,Storage,2/21/2023,12:00 AM,12:00 PM,Storage,0,0,0,TBA,Existing,,,,Jennifer Perkins
MLR In House 2023,Taste of Town - The Woodlands,1/26/2023,12:00 PM,10:00 PM,Off-Site Catering,0,0,0,TBA,On Own,2000,,,
Hussmann Services Corporation,Golf,4/11/2023,10:00 AM,1:00 PM,Golf,0,0,0,TBA,,,,,Peggy Bennett
Dr. Angelina Farella,General Session Plan,1/15/2022,9:00 AM,5:00 PM,General Session Plan,0,0,3176.25,Compass Ballroom West,Classroom,100,77,,Kenna Feuge
Dr. Angelina Farella,General Session Plan,1/16/2022,8:00 AM,12:00 PM,General Session Plan,0,0,3850,Compass Ballroom West,Classroom,100,77,,Kenna Feuge
"Snap-on Tools Company, LLC",Reception - Cocktail,1/8/2022,6:30 PM,7:00 PM,Reception - Cocktail,0,0,0,Compass Ballroom West,,159,151,,Theresa Mentzer
McDonald's- The Kades Corporation,General Session Backup,6/21/2022,8:00 AM,5:00 PM,Backup,0,0,0,Compass Ballroom West,Crescent Rounds,80,80,,Peggy Bennett
McDonald's- The Kades Corporation,General Session Backup,6/22/2022,8:00 AM,5:00 PM,Backup,0,0,0,Compass Ballroom West,Crescent Rounds,80,80,,Peggy Bennett
Dr. Angelina Farella,GS Setup,4/28/2022,6:00 PM,11:59 PM,Setup,0,0,0,Compass Ballroom West,See Diagram,100,108,108,Kenna Feuge
Dr. Angelina Farella,General Session,4/29/2022,8:30 AM,4:00 PM,General Session,0,0,0,Compass Ballroom West,Classroom,100,105,,Kenna Feuge
Dr. Angelina Farella,General Session,4/30/2022,8:30 AM,3:00 PM,General Session,0,0,0,Compass Ballroom West,Classroom,100,105,,Kenna Feuge
Dr. Angelina Farella,General Session,5/1/2022,8:30 AM,12:00 PM,General Session,0,0,0,Compass Ballroom West,Classroom,100,105,,Kenna Feuge
Wood Plc,Rehearsal,11/14/2022,7:00 AM,5:00 PM,Meeting,0,0,0,Compass Ballroom West,See Diagram,,168,,Theresa Mentzer
Oilfield Helping Hands,Breakfast Plan,1/14/2023,7:30 AM,8:00 AM,Breakfast Plan,875,0,1093.75,Compass Ballroom West,Existing,35,35,,Theresa Mentzer
Oilfield Helping Hands,Break Plan AM,1/14/2023,7:45 AM,12:00 PM,Break Plan AM,700,0,875,Compass Ballroom West,Flow,35,35,,Theresa Mentzer
Oilfield Helping Hands,Break Plan PM,1/14/2023,1:00 PM,4:00 PM,Break Plan PM,700,0,875,Compass Ballroom West,Flow,35,35,,Theresa Mentzer
Oilfield Helping Hands,General Session Plan,1/14/2023,8:00 AM,4:00 PM,General Session Plan,0,0,350,Compass Ballroom West,Crescent Rounds,35,35,,Theresa Mentzer
Rymark,Teardown,3/1/2021,6:00 AM,12:00 PM,Teardown,0,0,0,Compass Ballroom West,,,,,Kenna Feuge
MAX EDWARD JONES,Guest Meeting,6/17/2022,9:30 AM,11:00 AM,Meeting,0,0,0,Compass Ballroom West,Rounds of 8,35,35,,Jennifer Perkins
Germania Insurance,Breakout,9/27/2022,1:00 PM,5:00 PM,Breakout,0,0,0,Compass Ballroom West,Classroom,25,25,,Kenna Feuge
Montgomery County Sheriff Citizen Academy Alumni Association,Breakout,6/13/2022,10:15 AM,5:00 PM,Breakout,0,0,0,Compass Ballroom West,Theatre,108,108,,Kenna Feuge
Montgomery County Sheriff Citizen Academy Alumni Association,Breakout,6/14/2022,8:00 AM,3:00 PM,Breakout,0,0,0,Compass Ballroom West,Theatre,100,108,,Kenna Feuge
Montgomery County Sheriff Citizen Academy Alumni Association,Breakout,6/15/2022,8:00 AM,11:15 AM,Breakout,0,0,0,Compass Ballroom West,Theatre,100,108,,Kenna Feuge
8 National Talent LLC,Setup: Stage Delivery/Setup,2/23/2023,12:00 PM,11:45 PM,Setup,0,0,0,Compass Ballroom West,Empty,1,,,Kenna Feuge
Texas Water Quality Association,Tech Session,7/20/2023,8:00 AM,1:00 PM,Meeting,0,0,0,Compass Ballroom West,Classroom,,,,Theresa Mentzer
US Med-Equip,Team Building Boat Building,10/28/2021,2:30 PM,3:30 PM,Team Building,0,0,4687.5,Compass Ballroom West,Existing,75,75,,Theresa Mentzer
Prairie View A&M University,Breakout,8/18/2023,6:00 AM,12:00 PM,Breakout,0,0,0,Compass Ballroom West,Crescent Rounds,40,,,
Prairie View A&M University,Breakout,8/16/2023,6:00 AM,11:00 PM,Breakout,0,0,0,Compass Ballroom West,Crescent Rounds,40,,,
Prairie View A&M University,Breakout,8/17/2023,6:00 AM,11:00 PM,Breakout,0,0,0,Compass Ballroom West,Crescent Rounds,40,,,
"Incentive Solutions, Inc.",Tradeshow Shipping Station,3/10/2022,11:30 AM,2:00 PM,Unassigned,0,0,0,Compass Ballroom Center,Empty,,,,Kenna Feuge
Lone Star Luau,VIP Only Bar,2/3/2023,6:30 PM,10:00 PM,Unassigned,0,0,250,Compass Ballroom Center,See Diagram,170,170,,Kenna Feuge
Lone Star Luau,VIP Only Bar,2/4/2023,6:30 PM,10:00 PM,Unassigned,0,0,250,Compass Ballroom Center,See Diagram,170,170,,Kenna Feuge
